ebird_code,date,duration,filename,species,number_of_notes,secondary_labels,latitude,sampling_rate,type,elevation,bitrate_of_mp3,background,country,primary_label,longitude,time
greyel,2009-03-22,8,XC32493.mp3,Greater Yellowlegs,1-3,[],-22.6667,44100 (Hz),take-off call,3500 m,128000 (bps),,Argentina,Tringa melanoleuca_Greater Yellowlegs,-65.7001,11:45
greyel,2018-06-01,74,XC418147.mp3,Greater Yellowlegs,1-3,[],53.6227,44100 (Hz),alarm call,850 m,128000 (bps),,Canada,Tringa melanoleuca_Greater Yellowlegs,-122.9993,13:30
greyel,2019-10-05,20,XC500925.mp3,Greater Yellowlegs,Not specified,['Cyanocitta cristata_Blue Jay'],40.6052,48000 (Hz),flight call,0 m,177502 (bps),Blue Jay (Cyanocitta cristata),United States,Tringa melanoleuca_Greater Yellowlegs,-74.2495,07:30
grhowl,2012-12-11,143,XC144359.mp3,Great Horned Owl,4-6,[],41.1815,44100 (Hz),"call, female, male",? m,128000 (bps),,United States,Bubo virginianus_Great Horned Owl,-73.8947,17:30
grhowl,2013-11-09,71,XC153789.mp3,Great Horned Owl,1-3,[],32.853,22050 (Hz),"call, juvenile, shriek",120 m,114136 (bps),,United States,Bubo virginianus_Great Horned Owl,-94.6242,21:00
grhowl,2014-08-24,3,XC192580.mp3,Great Horned Owl,Not specified,[],39.8239,44100 (Hz),"begging call, juvenile",1700 m,320000 (bps),,United States,Bubo virginianus_Great Horned Owl,-105.1538,06:00
grhowl,2012-03-20,20,XC221553.mp3,Great Horned Owl,Not specified,[],7.5637,44100 (Hz),song,90 m,128000 (bps),,Venezuela,Bubo virginianus_Great Horned Owl,-69.4968,00:00
grhowl,2016-01-24,15,XC301240.mp3,Great Horned Owl,Not specified,['Catharus guttatus_Hermit Thrush'],34.1601,44100 (Hz),"call, female, male",380 m,128000 (bps),Hermit Thrush (Catharus guttatus),United States,Bubo virginianus_Great Horned Owl,-117.8256,17:29
grhowl,2016-02-03,23,XC302155.mp3,Great Horned Owl,Not specified,[],34.195,44100 (Hz),"call, female, male",460 m,128000 (bps),,United States,Bubo virginianus_Great Horned Owl,-118.1199,23:42
grhowl,1997-08-00,17,XC364160.mp3,Great Horned Owl,Not specified,[],-2.833,44100 (Hz),calls,3900 m,128000 (bps),,Ecuador,Bubo virginianus_Great Horned Owl,-79.217,?
grhowl,2018-05-29,93,XC417557.mp3,Great Horned Owl,Not specified,[],21.1663,48000 (Hz),"call, female, male, song, two individuals",0 m,320082 (bps),,Mexico,Bubo virginianus_Great Horned Owl,-90.036,11:00
grhowl,2018-09-13,125,XC434218.mp3,Great Horned Owl,>20,[],48.2588,44100 (Hz),"call, song",-10 m,256000 (bps),,United States,Bubo virginianus_Great Horned Owl,-122.5113,01:00
grnher,2012-05-22,9,XC109031.mp3,Green Heron,Not specified,[],28.899,48000 (Hz),call,20 m,192000 (bps),,United States,Butorides virescens_Green Heron,-81.808,09:40
grnher,2013-08-06,243,XC145807.mp3,Green Heron,Not specified,[],28.6902,48000 (Hz),call,0 m,128000 (bps),,United States,Butorides virescens_Green Heron,-80.7137,08:51
grnher,2014-08-19,0,XC191775.mp3,Green Heron,1-3,[],Not specified,44100 (Hz),flight call,? m,128000 (bps),,United States,Butorides virescens_Green Heron,Not specified,20:00
grnher,2014-05-26,11,XC218818.mp3,Green Heron,Not specified,['Thryothorus ludovicianus_Carolina Wren'],25.382,48000 (Hz),call,0 m,128000 (bps),Carolina Wren (Thryothorus ludovicianus),United States,Butorides virescens_Green Heron,-80.6163,07:25
grnher,2015-07-12,13,XC256633.mp3,Green Heron,Not specified,[],15.0258,44100 (Hz),alarm call,300 m,128000 (bps),,Honduras,Butorides virescens_Green Heron,-88.0027,08:00
grnher,2015-12-07,4,XC294045.mp3,Green Heron,7-20,[],18.0024,44100 (Hz),alarm call,40 m,128000 (bps),,Mexico,Butorides virescens_Green Heron,-94.5653,09:00
grnher,2008-06-24,40,XC31163.mp3,Green Heron,1-3,"['Pavo cristatus_Indian Peafowl', 'Geothlypis trichas_Common Yellowthroat', 'Turdus migratorius_American Robin', 'Cyanocitta cristata_Blue Jay', 'Spizella pusilla_Field Sparrow', 'Spizella passerina_Chipping Sparrow']",42.8314,48000 (Hz),Call,250 m,106108 (bps),Indian Peafowl (Pavo cristatus); Common Yellowthroat (Geothlypis trichas); American Robin (Turdus migratorius); Blue Jay (Cyanocitta cristata); Field Sparrow (Spizella pusilla); Chipping Sparrow (Spizella passerina),United States,Butorides virescens_Green Heron,-82.8598,?
grnher,2016-05-18,33,XC317604.mp3,Green Heron,7-20,[],18.8983,44100 (Hz),call,10 m,128000 (bps),,Mexico,Butorides virescens_Green Heron,-104.0324,10:30
grnher,2015-04-30,6,XC321711.mp3,Green Heron,1-3,[],31.34,44100 (Hz),call,1100 m,128000 (bps),,United States,Butorides virescens_Green Heron,-109.273,10:29
grtgra,2013-03-09,2,XC125896.mp3,Great-tailed Grackle,7-20,[],14.7399,44100 (Hz),song,1600 m,128000 (bps),,Guatemala,Quiscalus mexicanus_Great-tailed Grackle,-91.1951,10:30
grtgra,2013-03-09,13,XC125898.mp3,Great-tailed Grackle,7-20,[],14.7399,44100 (Hz),song,1600 m,128000 (bps),Velasquez's Woodpecker (Melanerpes santacruzi),Guatemala,Quiscalus mexicanus_Great-tailed Grackle,-91.1951,10:30
grtgra,2013-03-24,20,XC127248.mp3,Great-tailed Grackle,1-3,['Passer domesticus_House Sparrow'],20.96,44100 (Hz),"drumming, song",2000 m,128000 (bps),House Sparrow (Passer domesticus),Mexico,Quiscalus mexicanus_Great-tailed Grackle,-100.666,07:00
grtgra,2012-04-08,12,XC170987.mp3,Great-tailed Grackle,1-3,['Passer domesticus_House Sparrow'],19.689,48000 (Hz),"male, song",1900 m,320000 (bps),House Sparrow (Passer domesticus),Mexico,Quiscalus mexicanus_Great-tailed Grackle,-101.206,12:00
grtgra,2015-05-20,21,XC244536.mp3,Great-tailed Grackle,7-20,"[""Euphagus cyanocephalus_Brewer's Blackbird"", 'Anas platyrhynchos_Mallard']",33.0059,44100 (Hz),"call, male, song",280 m,80000 (bps),Brewer's Blackbird (Euphagus cyanocephalus); Mallard (Anas platyrhynchos),United States,Quiscalus mexicanus_Great-tailed Grackle,-117.0136,16:32
grtgra,2016-03-21,242,XC311872.mp3,Great-tailed Grackle,Not specified,[],30.2353,44100 (Hz),"call, song",0 m,128000 (bps),,United States,Quiscalus mexicanus_Great-tailed Grackle,-93.2363,14:30
grtgra,2017-01-17,143,XC383350.mp3,Great-tailed Grackle,Not specified,[],9.8799,44100 (Hz),"call, song",10 m,192000 (bps),,Costa Rica,Quiscalus mexicanus_Great-tailed Grackle,-85.5309,06:00
grtgra,2017-12-24,128,XC445078.mp3,Great-tailed Grackle,Not specified,[],9.7354,44100 (Hz),"female, song",10 m,256000 (bps),,Colombia,Quiscalus mexicanus_Great-tailed Grackle,-75.7504,10:30
grtgra,2016-12-20,4,XC455049.mp3,Great-tailed Grackle,Not specified,[],43.3421,48000 (Hz),"flight call, male",150 m,128000 (bps),,United States,Quiscalus mexicanus_Great-tailed Grackle,-72.5063,08:21
grycat,2012-05-23,18,XC115063.mp3,Grey Catbird,Not specified,"['Progne subis_Purple Martin', 'Turdus migratorius_American Robin']",42.5838,44100 (Hz),call,170 m,192000 (bps),Purple Martin (Progne subis); American Robin (Turdus migratorius),Canada,Dumetella carolinensis_Gray Catbird,-80.3987,21:00
grycat,2014-01-20,59,XC165341.mp3,Grey Catbird,Not specified,"['Setophaga coronata_Yellow-rumped Warbler', 'Melanerpes carolinus_Red-bellied Woodpecker', 'Turdus migratorius_American Robin']",28.4927,48000 (Hz),call,0 m,128000 (bps),Myrtle Warbler (Setophaga coronata); Red-bellied Woodpecker (Melanerpes carolinus); American Robin (Turdus migratorius),United States,Dumetella carolinensis_Gray Catbird,-80.7246,09:13
grycat,2014-04-23,91,XC177282.mp3,Grey Catbird,Not specified,[],28.3369,48000 (Hz),song,0 m,128000 (bps),,United States,Dumetella carolinensis_Gray Catbird,-80.6087,08:32
grycat,2014-06-08,18,XC186655.mp3,Grey Catbird,1-3,"['Hirundo rustica_Barn Swallow', 'Petrochelidon pyrrhonota_Cliff Swallow']",49.0715,44100 (Hz),call,850 m,128000 (bps),Barn Swallow (Hirundo rustica); American Cliff Swallow (Petrochelidon pyrrhonota),Canada,Dumetella carolinensis_Gray Catbird,-106.5309,07:26
grycat,2009-07-05,36,XC252723.mp3,Grey Catbird,Not specified,[],40.125,44100 (Hz),juvenile,50 m,128000 (bps),,United States,Dumetella carolinensis_Gray Catbird,-75.0701,08:00
grycat,2016-05-22,38,XC318746.mp3,Grey Catbird,Not specified,['Agelaius phoeniceus_Red-winged Blackbird'],42.0326,48000 (Hz),call,440 m,128000 (bps),Red-winged Blackbird (Agelaius phoeniceus),United States,Dumetella carolinensis_Gray Catbird,-79.4386,08:13
grycat,2018-06-17,30,XC420835.mp3,Grey Catbird,Not specified,[],42.4292,44100 (Hz),"alarm call, begging call",240 m,192000 (bps),,United States,Dumetella carolinensis_Gray Catbird,-76.4715,09:00
grycat,2000-05-20,62,XC469602.mp3,Grey Catbird,Not specified,[],42.164,44100 (Hz),song,1000 m,192000 (bps),,United States,Dumetella carolinensis_Gray Catbird,-74.222,09:25
grycat,2019-02-09,13,XC474551.mp3,Grey Catbird,Not specified,[],20.3491,44100 (Hz),call,20 m,91229 (bps),,Mexico,Dumetella carolinensis_Gray Catbird,-87.5636,17:15
gryfly,2008-08-05,71,XC123908.mp3,American Grey Flycatcher,1-3,['Amphispiza bilineata_Black-throated Sparrow'],31.957,48000 (Hz),song phrases,1300 m,128000 (bps),Black-throated Sparrow (Amphispiza bilineata),United States,Empidonax wrightii_Gray Flycatcher,-109.173,?
gryfly,1998-05-11,48,XC124827.mp3,American Grey Flycatcher,1-3,"['Corvus corax_Common Raven', 'Pipilo maculatus_Spotted Towhee']",36.548,44100 (Hz),"call, song",2000 m,96000 (bps),Northern Raven (Corvus corax); Spotted Towhee (Pipilo maculatus),United States,Empidonax wrightii_Gray Flycatcher,-117.4878,10:00
gryfly,2000-06-16,155,XC124834.mp3,American Grey Flycatcher,1-3,"['Piranga ludoviciana_Western Tanager', 'Sialia currucoides_Mountain Bluebird']",36.9676,44100 (Hz),"call, song",2900 m,96000 (bps),Western Tanager (Piranga ludoviciana); Mountain Bluebird (Sialia currucoides),United States,Empidonax wrightii_Gray Flycatcher,-118.0459,07:15
gryfly,1995-05-20,7,XC124836.mp3,American Grey Flycatcher,1-3,[],36.1916,44100 (Hz),dawn song,2500 m,96000 (bps),,United States,Empidonax wrightii_Gray Flycatcher,-117.0854,?
gryfly,2014-05-23,33,XC205479.mp3,American Grey Flycatcher,Not specified,['Sturnella neglecta_Western Meadowlark'],38.2405,48000 (Hz),call,1900 m,128000 (bps),Western Meadowlark (Sturnella neglecta),United States,Empidonax wrightii_Gray Flycatcher,-108.8431,12:31
gryfly,2017-05-19,119,XC385800.mp3,American Grey Flycatcher,Not specified,[],45.0765,48000 (Hz),call,1600 m,320064 (bps),,United States,Empidonax wrightii_Gray Flycatcher,-108.5295,19:48
gryfly,2017-05-20,22,XC385803.mp3,American Grey Flycatcher,Not specified,['Pipilo chlorurus_Green-tailed Towhee'],45.0765,48000 (Hz),song,1600 m,320336 (bps),Green-tailed Towhee (Pipilo chlorurus),United States,Empidonax wrightii_Gray Flycatcher,-108.5295,09:14
gryfly,2017-10-15,17,XC396302.mp3,American Grey Flycatcher,Not specified,[],31.4673,44100 (Hz),"Birder talks, call",1100 m,320000 (bps),,United States,Empidonax wrightii_Gray Flycatcher,-110.9641,09:30
gryfly,2019-02-10,152,XC462936.mp3,American Grey Flycatcher,Not specified,"['Sayornis phoebe_Eastern Phoebe', 'Setophaga coronata_Yellow-rumped Warbler', 'Cyanocitta cristata_Blue Jay', 'Cardinalis cardinalis_Northern Cardinal', 'Corvus brachyrhynchos_American Crow', 'Thryothorus ludovicianus_Carolina Wren', 'Tyrannus verticalis_Western Kingbird', 'Charadrius vociferus_Killdeer', 'Agelaius phoeniceus_Red-winged Blackbird']",29.4372,44100 (Hz),call,0 m,128000 (bps),Eastern Phoebe (Sayornis phoebe); Myrtle Warbler (Setophaga coronata); Blue Jay (Cyanocitta cristata); Northern Cardinal (Cardinalis cardinalis); American Crow (Corvus brachyrhynchos); Carolina Wren (Thryothorus ludovicianus); Western Kingbird (Tyrannus verticalis); Killdeer (Charadrius vociferus); Red-winged Blackbird (Agelaius phoeniceus),United States,Empidonax wrightii_Gray Flycatcher,-89.6098,08:00
haiwoo,2012-03-24,4,XC164261.mp3,Hairy Woodpecker,Not specified,[],48.3247,44100 (Hz),rattle call,50 m,128000 (bps),,Canada,Dryobates villosus_Hairy Woodpecker,-123.6396,08:30
haiwoo,2014-07-11,24,XC187762.mp3,Hairy Woodpecker,Not specified,[],44.228,44100 (Hz),"call, wika-wika",0 m,128000 (bps),,United States,Dryobates villosus_Hairy Woodpecker,-68.312,07:00
haiwoo,2014-06-12,19,XC194510.mp3,Hairy Woodpecker,Not specified,['Icteria virens_Yellow-breasted Chat'],34.2676,44100 (Hz),call,320 m,128000 (bps),Yellow-breasted Chat (Icteria virens),United States,Dryobates villosus_Hairy Woodpecker,-118.3689,08:29
haiwoo,2015-07-30,89,XC264948.mp3,Hairy Woodpecker,Not specified,[],40.4327,48000 (Hz),"call, flight call",320 m,128000 (bps),,United States,Dryobates villosus_Hairy Woodpecker,-79.904,14:30
haiwoo,2015-11-16,18,XC290278.mp3,Hairy Woodpecker,7-20,[],19.32,44100 (Hz),"call, flight call",2900 m,128000 (bps),,Mexico,Dryobates villosus_Hairy Woodpecker,-99.304,08:30
haiwoo,2017-04-14,46,XC364587.mp3,Hairy Woodpecker,Not specified,[],35.8174,44100 (Hz),call,130 m,320000 (bps),,United States,Dryobates villosus_Hairy Woodpecker,-78.7193,11:30
haiwoo,2017-06-18,64,XC376296.mp3,Hairy Woodpecker,Not specified,"['Melanerpes formicivorus_Acorn Woodpecker', 'Dryobates pubescens_Downy Woodpecker']",35.332,48000 (Hz),"call, tapping",440 m,320000 (bps),Acorn Woodpecker (Melanerpes formicivorus); Downy Woodpecker (Dryobates pubescens),United States,Dryobates villosus_Hairy Woodpecker,-120.415,09:06
haiwoo,2017-06-16,23,XC406263.mp3,Hairy Woodpecker,Not specified,[],60.0438,48000 (Hz),"call, female",1500 m,320000 (bps),,United States,Dryobates villosus_Hairy Woodpecker,-149.8164,16:22
haiwoo,2019-06-24,233,XC483709.mp3,Hairy Woodpecker,Not specified,[],38.7985,44100 (Hz),"call, some soft foraging sounds",1700 m,128000 (bps),,United States,Dryobates villosus_Hairy Woodpecker,-120.3483,07:09
hamfly,2012-04-29,35,XC156521.mp3,Hammond's Flycatcher,Not specified,[],48.4589,44100 (Hz),call,60 m,128000 (bps),,Canada,Empidonax hammondii_Hammond's Flycatcher,-123.3474,07:00
hamfly,2013-12-14,14,XC158409.mp3,Hammond's Flycatcher,Not specified,[],27.0396,48000 (Hz),call,550 m,96000 (bps),,Mexico,Empidonax hammondii_Hammond's Flycatcher,-108.7537,09:30
hamfly,2014-06-29,184,XC196458.mp3,Hammond's Flycatcher,1-3,['Piranga ludoviciana_Western Tanager'],50.8994,44100 (Hz),"call, song phrases",400 m,128000 (bps),Western Tanager (Piranga ludoviciana),Canada,Empidonax hammondii_Hammond's Flycatcher,-118.8138,04:46
hamfly,2014-06-29,74,XC196460.mp3,Hammond's Flycatcher,4-6,"['Turdus migratorius_American Robin', 'Regulus satrapa_Golden-crowned Kinglet']",50.8994,44100 (Hz),dawn song,400 m,128000 (bps),American Robin (Turdus migratorius); Golden-crowned Kinglet (Regulus satrapa),Canada,Empidonax hammondii_Hammond's Flycatcher,-118.8138,04:18
hamfly,2014-06-29,162,XC196461.mp3,Hammond's Flycatcher,4-6,"['Turdus migratorius_American Robin', 'Regulus satrapa_Golden-crowned Kinglet']",50.8994,44100 (Hz),dawn song,400 m,128000 (bps),American Robin (Turdus migratorius); Golden-crowned Kinglet (Regulus satrapa),Canada,Empidonax hammondii_Hammond's Flycatcher,-118.8138,04:06
hamfly,2014-06-29,106,XC196462.mp3,Hammond's Flycatcher,4-6,"['Regulus satrapa_Golden-crowned Kinglet', 'Turdus migratorius_American Robin', 'Piranga ludoviciana_Western Tanager']",50.8994,44100 (Hz),dawn song,400 m,128000 (bps),Golden-crowned Kinglet (Regulus satrapa); American Robin (Turdus migratorius); Western Tanager (Piranga ludoviciana),Canada,Empidonax hammondii_Hammond's Flycatcher,-118.8138,04:22
hamfly,2016-05-01,10,XC314490.mp3,Hammond's Flycatcher,Not specified,"[""Vireo huttoni_Hutton's Vireo"", 'Psaltriparus minimus_Bushtit']",31.4556,44100 (Hz),call,1700 m,320000 (bps),Hutton's Vireo (Vireo huttoni); American Bushtit (Psaltriparus minimus),United States,Empidonax hammondii_Hammond's Flycatcher,-110.747,12:30
hamfly,2018-04-04,21,XC461251.mp3,Hammond's Flycatcher,Not specified,"['Melanerpes uropygialis_Gila Woodpecker', 'Dryobates scalaris_Ladder-backed Woodpecker', 'Empidonax difficilis_Pacific-slope Flycatcher']",33.9329,44100 (Hz),call,600 m,105146 (bps),Gila Woodpecker (Melanerpes uropygialis); Ladder-backed Woodpecker (Dryobates scalaris); Pacific-slope Flycatcher (Empidonax difficilis),United States,Empidonax hammondii_Hammond's Flycatcher,-112.6948,18:30
hamfly,2017-12-16,22,XC461256.mp3,Hammond's Flycatcher,Not specified,"['Phainopepla nitens_Phainopepla', 'Vireo plumbeus_Plumbeous Vireo', ""Melozone aberti_Abert's Towhee""]",33.9329,44100 (Hz),call,600 m,105820 (bps),Phainopepla (Phainopepla nitens); Plumbeous Vireo (Vireo plumbeus); Abert's Towhee (Melozone aberti),United States,Empidonax hammondii_Hammond's Flycatcher,-112.6948,09:00
hergul,2013-05-12,3,XC133890.mp3,European Herring Gull,1-3,[],56.0058,44100 (Hz),call,0 m,128000 (bps),,United Kingdom,Larus argentatus_Herring Gull,-3.5162,06:30
hergul,2001-04-21,85,XC234146.mp3,European Herring Gull,Not specified,"['Fringilla coelebs_Common Chaffinch', 'Turdus philomelos_Song Thrush', 'Somateria mollissima_Common Eider', 'Chroicocephalus ridibundus_Black-headed Gull', 'Chloris chloris_European Greenfinch', 'Larus canus_Mew Gull', 'Anthus pratensis_Meadow Pipit', 'Emberiza citrinella_Yellowhammer']",61.5094,44100 (Hz),"flight call, song",0 m,160000 (bps),Common Chaffinch (Fringilla coelebs); Song Thrush (Turdus philomelos); Common Eider (Somateria mollissima); Black-headed Gull (Chroicocephalus ridibundus); European Greenfinch (Chloris chloris); Mew Gull (Larus canus); Meadow Pipit (Anthus pratensis); Yellowhammer (Emberiza citrinella),Finland,Larus argentatus_Herring Gull,21.4508,08:03
hergul,2016-06-13,107,XC322574.mp3,European Herring Gull,Not specified,[],59.3415,48000 (Hz),call,10 m,128000 (bps),,Estonia,Larus argentatus_Herring Gull,23.9826,03:00
hergul,2017-01-24,42,XC352870.mp3,European Herring Gull,Not specified,[],53.3894,44100 (Hz),"call, female, male",0 m,128000 (bps),,Ireland,Larus argentatus_Herring Gull,-6.066,08:00
hergul,2017-07-22,60,XC381817.mp3,European Herring Gull,Not specified,[],59.4389,44100 (Hz),"call, flight call",20 m,128000 (bps),,Estonia,Larus argentatus_Herring Gull,24.7898,06:30
hergul,2018-04-07,5,XC412744.mp3,European Herring Gull,Not specified,[],50.5369,44100 (Hz),"adult bird, long call, song",10 m,320000 (bps),,France,Larus argentatus_Herring Gull,1.5862,15:00
hergul,2014-04-08,23,XC444036.mp3,European Herring Gull,Not specified,['Somateria mollissima_Common Eider'],69.3698,48000 (Hz),"call, female, male",0 m,128000 (bps),Common Eider (Somateria mollissima),Norway,Larus argentatus_Herring Gull,20.0443,12:30
hergul,2019-04-26,79,XC468803.mp3,European Herring Gull,Not specified,['Branta canadensis_Canada Goose'],63.6904,44100 (Hz),"call, song",0 m,233918 (bps),Canada Goose (Branta canadensis),Sweden,Larus argentatus_Herring Gull,20.4628,07:30
hergul,2019-07-20,32,XC488423.mp3,European Herring Gull,Not specified,[],54.5486,44100 (Hz),begging call,10 m,192313 (bps),,United Kingdom,Larus argentatus_Herring Gull,-3.592,19:03
herthr,2013-05-01,19,XC132814.mp3,Hermit Thrush,1-3,[],34.465,48000 (Hz),call,1700 m,128000 (bps),,United States,Catharus guttatus_Hermit Thrush,-112.4762,19:30
herthr,2014-06-23,181,XC193959.mp3,Hermit Thrush,7-20,"['Troglodytes pacificus_Pacific Wren', 'Melospiza melodia_Song Sparrow']",55.9646,44100 (Hz),song,40 m,128000 (bps),Pacific Wren (Troglodytes pacificus); Song Sparrow (Melospiza melodia),United States,Catharus guttatus_Hermit Thrush,-130.0618,11:25
herthr,2014-06-21,43,XC206078.mp3,Hermit Thrush,Not specified,[],37.7058,48000 (Hz),song,2500 m,128000 (bps),,United States,Catharus guttatus_Hermit Thrush,-109.803,20:57
herthr,2016-05-21,300,XC317831.mp3,Hermit Thrush,Not specified,"['Poecile atricapillus_Black-capped Chickadee', 'Cardinalis cardinalis_Northern Cardinal', 'Corvus corax_Common Raven', 'Branta canadensis_Canada Goose', 'Sitta carolinensis_White-breasted Nuthatch']",45.3698,44100 (Hz),song,60 m,128000 (bps),Black-capped Chickadee (Poecile atricapillus); American Yellow Warbler (Setophaga aestiva); Northern Cardinal (Cardinalis cardinalis); Northern Raven (Corvus corax); Canada Goose (Branta canadensis); White-breasted Nuthatch (Sitta carolinensis),Canada,Catharus guttatus_Hermit Thrush,-75.7899,07:00
herthr,2016-07-16,97,XC328621.mp3,Hermit Thrush,Not specified,[],36.4848,48000 (Hz),song,3100 m,128000 (bps),,United States,Catharus guttatus_Hermit Thrush,-118.1794,13:00
herthr,2001-06-15,138,XC348959.mp3,Hermit Thrush,7-20,"[""Haemorhous cassinii_Cassin's Finch""]",31.014,44100 (Hz),song,2600 m,128000 (bps),Cassin's Finch (Haemorhous cassinii),Mexico,Catharus guttatus_Hermit Thrush,-115.463,13:25
herthr,2016-06-24,77,XC368639.mp3,Hermit Thrush,Not specified,['Regulus calendula_Ruby-crowned Kinglet'],37.6994,48000 (Hz),song,3100 m,128000 (bps),Audubon's Warbler (Setophaga auduboni); Ruby-crowned Kinglet (Regulus calendula),United States,Catharus guttatus_Hermit Thrush,-108.1782,13:15
